name,releasedate,language,price,authors,contributors,narrators,audible_length_m,audible_rating,ratings_count
Runes of Issalia: The Complete Collection,2021-08-24,english,2010.0,Jeffrey L. Kohanek,,Tim Campbell,1590,0.0,0
Awakening,2021-09-21,english,703.0,Levi Werner,,Gary Tiedemann,819,0.0,0
Manipulating Magic,2021-10-12,english,1172.0,"Jaime Castle, Troy Osgood",,Nick Podehl,712,0.0,0
My Lord John,2021-09-30,english,888.0,Georgette Heyer,,Neil Gardener,795,0.0,0
Essential Science Fiction,2022-03-08,english,1876.0,Jules Verne,,"Gordon Griffin, George Newbern",1517,0.0,0
An Old Man's Journey: A LitRPG Adventure,2022-02-01,english,836.0,Gregory Allanther,,Michael Kramer,643,0.0,0
The Observer Effect,2022-03-15,english,1101.0,Nick Jones,,Ray Porter,724,0.0,0
The One and Only Crystal Druid,2021-10-12,english,586.0,Annette Marie,,Cris Dukehart,492,0.0,0
Black Order,2021-08-31,english,1055.0,James Rollins,,Grover Gardner,889,5.0,1
Mana Immortal,2021-07-15,english,836.0,Bruce Sentar,,"Christian J. Gilliland, Hazel Cohen",665,0.0,0
Villains Defeat,2021-03-03,english,668.0,M. K. Gibson,,Jeffrey Kafer,497,0.0,0
"Space Team: The Collected Adventures, Volume 1",2020-07-17,english,1003.0,Barry J. Hutchison,,Phil Thron,1466,0.0,0
The John Carter Trilogy of Edgar Rice Burroughs,2015-01-22,english,836.0,"Finn J. D. John, Edgar Rice Burroughs",,Finn J. D. John,1164,0.0,0
Dare to Know,2021-09-14,english,820.0,James Kennedy,,Bradford Hastings,514,0.0,0
Fury's Goddess [Dramatized Adaptation],2020-11-07,english,703.0,Alex Archer,,"fullcast, Nanette Savard, Colleen Delany,",304,0.0,0
Apocalypse: Generic System,2021-08-10,english,1172.0,Macronomicon,,Steve Campbell,646,0.0,0
Valkyrie,2020-02-04,english,1507.0,Craig Alanson,,R. C. Bray,1185,4.5,7
Top Dog,2022-01-28,english,645.0,Kerry Kaya,,Annie Aldington,493,0.0,0
I segreti di casa Turquesa,2022-03-10,italian,344.0,Ornella Albanese,,Naila Carlisi,603,0.0,0
Urdesh: The Magister and the Martyr,2022-03-05,english,1138.0,Matthew Farrer,,Harry Myers,725,0.0,0
Mr. Rowl,2022-03-01,english,837.0,D. K. Broster,,Elin,841,0.0,0
Frostburn,2022-03-15,english,1340.0,Sean Oswald,,Daniel Wisniewski,781,0.0,0
Beneath the Dragoneye Moons 5,2022-03-15,english,1507.0,Selkie Myth,,Andrea Emmes,956,0.0,0
Trojan Nightmare,2022-03-15,english,1055.0,Blaise Corvin,,Luke Daniels,829,0.0,0
Gods and Dragons,2022-01-11,english,301.0,Kevin J. Anderson,,Fleet Cooper,1621,0.0,0
White Nights,2021-09-13,english,668.0,"Anna Zaires, Charmaine Pauls",,"C J Bloom, Sebastian York",452,0.0,0
Mind Bullet,2021-11-23,english,1507.0,Jeremy Robinson,,R. C. Bray,702,0.0,0
The Assassins of Thasalon,2021-07-27,english,937.0,Lois Mc Master Bujold,,Grover Gardner,598,0.0,0
The Morgans,2021-07-27,english,703.0,"J. A. Johnstone, William W. Johnstone",,George Guidall,421,0.0,0
New World Order,2021-07-27,english,1172.0,Simon Archer,,Ryan West,593,0.0,0
Code of Honor,2022-01-18,english,703.0,Tonya Burrows,,Stephen Borne,543,0.0,0
A Journey to the Center of the Earth,2021-06-01,english,836.0,Jules Verne,,Adriel Brandt,554,0.0,0
Paternus: The Complete Trilogy,2020-12-09,english,1003.0,Dyrk Ashton,,Nik Magill,3703,3.0,2
Path of Ascension 5,2021-08-03,english,1340.0,"Atlas Kane, Grayson Sinclair",,"Daniel Wisniewski, Rebecca Woods",596,0.0,0
Вторая партия [Second Batch],2022-03-30,russian,234.0,Daniil Kulikov,,Dmitry Sidash,474,0.0,0
Путь наверх [Way Up],2022-03-30,russian,234.0,Victor Victorov,,Alexey Semenov,484,0.0,0
Неофит [Neophyte],2022-03-30,russian,234.0,Alexey Gubarev,,Artyom Mrak,493,0.0,0
Клан «Дятлов». Книга 7 [Woodpecker Clan: Book 7],2022-03-30,russian,234.0,Pavel Punichev,,Aleksandr Bashkov,479,0.0,0
Инструктор [Instructor],2022-03-30,russian,234.0,Yan Badevskiy,,Evgeny Lebedev,545,0.0,0
Кровавые Цепи [Blood Chains],2022-03-30,russian,234.0,Boris Romanovskiy,,Dmitry Kuznetsov,660,0.0,0
Die dritte Quelle,2022-03-31,german,736.0,Werner Köhler,,Frank Arnold,726,0.0,0
Existenz,2022-03-30,german,501.0,Harrison T. Spachd,,"Ilka Sehnert, Viola Müller",621,0.0,0
What We Become,2022-03-31,english,586.0,Jacqueline Druga,,Leslie Nicole Ivery,418,0.0,0
Die Drei von Cordova,2022-03-30,german,434.0,Edgar Wallace,,Ingolf Kloss,312,0.0,0
Signus Daemonicus - Der Engel fällt,2022-04-02,german,971.0,James Swallow,,Tom Jacobs,1143,0.0,0
Static,2022-03-31,english,586.0,Jacqueline Druga,,Erinde Ward,361,0.0,0
Tutto il blu del cielo,2022-03-30,italian,382.0,Mélissa Da Costa,ElenaCappellini-traduttore,Elisa Contestabile,1186,0.0,0
El hombre que nunca sacrificaba las gallinas viejas,2022-03-29,spanish,268.0,Darío Vilas Couselo,,Jessie Martínez,283,0.0,0
Gunslinger: Killer's Train,2022-03-29,english,586.0,A. W. Hart,,Chris Abernathy,459,0.0,0
Chasing Kill,2022-03-29,english,1172.0,Brandt Legg,,Roger Wayne,439,0.0,0
Tudor Warrior,2022-03-31,english,645.0,Griff Hosker,,Frazer Blaxard,605,0.0,0
"I Don't Want to Be the Hero, Vol. 1",2022-03-29,english,1340.0,M. E. Thorne,,"Robert Bradvica, Alyssa Poon",511,0.0,0
Alexander's Legacy: An Empty Throne,2022-04-01,english,812.0,Robert Fabbri,,Peter Kenny,671,0.0,0
To Glory Arise,2022-03-29,english,1335.0,Walter Jon Williams,,Bronson Pinchot,1036,0.0,0
Wizard at Large,2022-03-29,english,1131.0,Terry Brooks,,Jeremy Arthur,554,0.0,0
The Expanse,2013-12-10,english,694.0,Ryk Brown,,Jeffrey Kafer,619,0.0,0
Amarás a Dios sobre todas las cosas,2021-07-22,spanish,946.0,Alejandro Hernández Palafox,,Jaime Collepardo,841,0.0,0
Aftermath,2021-07-20,english,500.0,Le Var Burton,,Le Var Burton,599,0.0,0
Path to the Glory,2022-02-08,english,703.0,Kirill Klevanski,,Kevin T. Collins,852,0.0,0
Robin Hood,2022-02-11,spanish,307.0,Walter Scott,,Oscar Chamorro,466,0.0,0
Nouvelle Babel,2022-02-03,french,870.0,Michel Bussi,,Thierry Blanc,700,0.0,0
The Outcasts,2022-02-08,english,1507.0,Robert J. Power,,Euan Morton,1672,0.0,0
The Conqueror of Zones,2022-02-01,english,1340.0,Shadowsfinger,,Kevin T. Collins,1105,0.0,0
The Legend of Randidly Ghosthound,2021-11-09,english,2010.0,"Noret Flood, puddles4263",,Mac Leod Andrews,1389,5.0,1
Hell Divers VIII: King of the Wastes,2021-09-14,english,937.0,Nicholas Sansbury Smith,,R. C. Bray,832,0.0,0
Outsider,2022-01-27,english,645.0,Rob Sinclair,,Marston York,596,0.0,0
The Traveler 2,2022-03-08,english,1172.0,Xander Jade,,"Lewis Alexander, Rozelyn Rader",523,0.0,0
Sackett's Land,1999-12-15,english,651.0,Louis L' Amour,,John Curless,314,5.0,4
Master Artificer,2021-05-18,english,1523.0,Justin Travis Call,,Peter Kenny,1774,0.0,0
The Traitor Baru Cormorant,2015-09-15,english,181.0,Seth Dickinson,,Christine Marshall,840,3.5,2
Hogfather,2021-12-09,english,888.0,Terry Pratchett,,"Bill Nighy, Peter Serafinowicz, Sian Clifford",617,0.0,0
Uncontrollable,2021-12-14,english,1218.0,Sean Oswald,,Daniel Wisniewski,923,0.0,0
Alpha Zero,2021-12-07,english,1172.0,Arthur Stone,,Eric Jason Martin,853,0.0,0
Colony,2021-11-30,english,703.0,Benjamin Cross,,Dan Calley,667,0.0,0
Last of the Breed,2010-11-09,english,1131.0,Louis L' Amour,,David Strathairn,803,0.0,0
Breakaway,2021-06-01,english,2010.0,Craig Alanson,,R. C. Bray,1162,4.0,6
Minecraft: The Island (Narrated by Jack Black),2017-07-19,english,683.0,Max Brooks,,Jack Black,377,5.0,11
Showdown,2021-07-20,english,586.0,Alexey Osadchuk,AndrewDouglasSchmitt-translator,Derek Shoales,522,0.0,0
Dungeon Born,2017-03-28,english,1008.0,Dakota Krout,,Vikas Adam,752,3.5,3
Il nuovo regno,2022-03-25,italian,881.0,"Wilbur Smith, Mark Chadbourn",,Massimo Bitossi,809,0.0,0
The Kingdoms,2021-05-27,english,569.0,Natasha Pulley,,Theo Solomon,901,4.0,1
Stirpe di uomini,2022-02-25,italian,766.0,Wilbur Smith,,Alessandro Budroni,1334,0.0,0
A Warrior's Redemption,2022-03-15,english,1507.0,Jacob Peppers,,Ben Farrow,787,0.0,0
Warhawk’s Amnesty,2021-12-23,english,836.0,Ajax Lygan,,"Rebecca Woods, William Wayne Windle",655,0.0,0
Heirs of the Blade,2021-07-22,english,323.0,Adrian Tchaikovsky,,Ben Allen,1489,0.0,0
Al Gazal,2022-03-11,spanish,767.0,Jesús Maesodela Torre,,Chema Agullo,1225,0.0,0
Soulbrand,2021-11-23,english,1675.0,Andrew Rowe,,Nick Podehl,1573,0.0,0
"Star Wars: Dark Force Rising: The Thrawn Trilogy, Book 2",2012-06-26,english,1206.0,Timothy Zahn,,Marc Thompson,896,5.0,9
Dungeoneer,2021-07-27,english,586.0,J. J. Thorn,,Gabriel Vaughan,524,0.0,0
Never Let Me Down Again,2021-07-29,english,645.0,Mark Dawson,,David Thorpe,657,5.0,1
Binti,2015-09-22,english,74.0,Nnedi Okorafor,,Robin Miles,150,5.0,3
Critical Mass,2020-08-04,english,1675.0,Craig Alanson,,R. C. Bray,1165,5.0,13
Spider-Man: Kraven's Last Hunt,2019-09-03,english,703.0,"Neil Kleid, Marvel",,Richard Rohan,348,0.0,0
Golden Son,2015-01-06,english,1055.0,Pierce Brown,,Tim Gerard Reynolds,1143,4.5,35
The Heist,2014-07-15,english,1519.0,Daniel Silva,,George Guidall,727,4.5,2
Alien: Prototype,2019-10-29,english,820.0,Tim Waggoner,,Sarah Mollo- Christensen,534,3.0,1
Thirdborn,2022-03-22,english,1507.0,G. S. D' Moore,,"Jack Douglas, Alexa Roosevelt",689,0.0,0
Mission Critical,2019-02-19,english,1003.0,Mark Greaney,,Jay Snyder,1021,4.5,14
Det nye rige,2022-03-29,danish,669.0,Wilbur Smith,PaulBratbjergHansen-translator,Jonas Kriegbaum,776,0.0,0
Ashes of Prospero,2022-03-26,english,1138.0,Gav Thorpe,,John Banks,563,0.0,0
Catachan Devil,2022-03-26,english,1138.0,Justin Woolley,,Joe Shire,554,0.0,0
A Dynasty of Monsters,2022-03-19,english,1138.0,David Annandale,,Christopher Kent,573,0.0,0
Avengers: Infinity,2020-10-15,english,703.0,"James A. Moore, Marvel",,Dion Graham,534,0.0,0
God's Eye: Awakening: A Labyrinth World LitRPG Novel,2021-02-02,english,836.0,Aleron Kong,,Luke Daniels,1152,4.5,2
Star Wars: The Old Republic: Revan,2011-11-15,english,1131.0,Drew Karpyshyn,,Marc Thompson,652,5.0,10
Der Astronaut,2021-05-24,german,1005.0,Andy Weir,,Richard Barenberg,1096,0.0,0
"Perdido Street Station: New Crobuzon, Book 1",2011-09-08,english,1138.0,China Mieville,,Jonathan Oliver,1860,3.5,2
Venom: Lethal Protector,2021-06-08,english,703.0,"James R. Tuck, Marvel",,David Bendena,429,0.0,0
Long Flight Home,2021-05-13,english,759.0,Lainie Anderson,,Todd Boyce,586,0.0,0
The Guns of Navarone,2010-06-01,english,410.0,Alistair Mac Lean,,Toby Stephens,127,3.5,2
Fugitive Telemetry,2021-04-27,english,586.0,Martha Wells,,Kevin R. Free,264,4.5,9
Tom Clancy’s Target Acquired,2021-06-10,english,888.0,Don Bentley,,Scott Brick,651,4.5,3
He Who Fights with Monsters 2,2021-05-18,english,2010.0,"Shirtaloon, Travis Deverell",,Heath Miller,1321,5.0,6
Dangerous Ground,2021-08-17,english,1008.0,Rachel Grant,,"Eva Kaminsky, A. T. Chandler, Michele Yatchmeneff",674,0.0,0
Serra Online,2021-10-05,english,1172.0,A. W. Northcutt,,Aaron Shedlock,626,0.0,0
Damage: An Arranged Marriage Mafia Romance,2019-10-15,english,668.0,Natasha Knight,,"Wen Ross, Mackenzie Cartwright",430,4.0,4
Litany of the Long Sun,2022-03-08,english,1170.0,Gene Wolfe,,Jason Culp,1338,0.0,0
Worth the Candle: Through Adversity,2022-03-01,english,1675.0,Alexander Wales,,Eric Michael Summerer,1166,0.0,0
Until the Last of Me,2022-03-17,english,888.0,Sylvain Neuvel,,"Jilly Bond, Imogen Wilde, Kevin Shen,",521,0.0,0
Flowers of Esthelm,2021-04-27,english,2010.0,pirateaba,,Andrea Parsneau,2257,5.0,2
The House of Always,2021-05-13,english,323.0,Jenn Lyons,,"Lauren Fortgang, Vikas Adam",1613,5.0,1
Vow of Deception,2021-03-10,english,668.0,Rina Kent,,"Jason Clarke, Desiree Ketchum",484,5.0,2
Избранная морского принца [Sea Prince's Chosen],2022-01-27,russian,234.0,Dana Arnautova,,Olga Dianova,846,0.0,0
Невеста идет в наследство [The Bride Goes to the Inheritance],2022-01-27,russian,70.0,Nadezhda Mamaeva,,Nelly Novikova,66,0.0,0
"Мои большие файерболы. Книга 1 [My Big Fireballs, Book 1]",2022-01-27,russian,234.0,Sasha Toksik,,Tatyana Borisova,533,0.0,0
Северные Демоны [Northern Demons],2022-01-27,russian,234.0,Vlad Ley,,Maksim Poltavskiy,580,0.0,0
"Дело черного мага. Книга 4 [The Case of the Black Magician, Book 4]",2022-01-27,russian,234.0,Kirill Klevanski,,Radion Nechaev,371,0.0,0
Сангис [Sangis],2022-01-27,russian,234.0,Boris Romanovskiy,,Alexander Chaytsyn,641,0.0,0
Ventimila leghe sotto i mari,2022-01-27,italian,382.0,Jules Verne,,"William Angiuli, Librinpillole",652,0.0,0
Война Кланов [The War of Clans],2022-01-27,russian,234.0,Boris Romanovskiy,,Alexander Chaytsyn,625,0.0,0
I corsari delle Bermude,2022-01-24,italian,228.0,Emilio Salgari,,Bruno Caricchia,343,0.0,0
Los hijos de Anansi,2022-01-25,spanish,537.0,Neil Gaiman,,Pere Molina,722,0.0,0
Objetos frágiles,2022-01-25,spanish,537.0,Neil Gaiman,MónicaFaerna-traductor,Miguel Coll,707,0.0,0
Das Paulus-Labyrinth,2022-01-21,german,502.0,Jeroen Windmeijer,,Thomas Dehler,749,0.0,0
Roadmarks,2022-01-27,english,569.0,Roger Zelazny,,Matt Godfrey,313,0.0,0
Das galaktische Archiv,2022-01-28,german,334.0,Achim Mehnert,,Claudia Rohnefeld,221,0.0,0
Old Surehand II - Das Geheimnis des Kolma Puschi,2022-01-28,german,166.0,"Karl May, Peter Folken",,"Aart Veder, Reinhartvon Stolzmann, Gerd Frank,",46,0.0,0
Nachwirkungen,2022-01-28,german,535.0,Nadine Erdmann,,Günter Merlau,332,0.0,0
Samhain,2022-01-28,german,602.0,Nadine Erdmann,,Günter Merlau,432,0.0,0
Maschinenhölle,2022-01-28,german,99.0,Dirkvanden Boom,,Matthias Lühn,188,0.0,0
Close Follow,2022-01-25,english,866.0,Doug Emery,,Adam Barr,354,0.0,0
Court of Assassins,2022-01-25,english,1675.0,Philip C. Quaintrell,,Steven Brand,943,0.0,0
Fall of the Core,2022-01-25,english,820.0,Ryk Brown,,Jeffrey Kafer,921,0.0,0
Sea of Thieves: Athena's Fortune,2021-05-25,english,836.0,Chris Allcock,,Toby Stephens,633,0.0,0
Magic Binds,2016-10-04,english,1005.0,Ilona Andrews,,Renee Raudman,781,5.0,1
The Girl Who Saved the King of Sweden,2014-04-29,english,1406.0,Jonas Jonasson,RachelWillson-Broyles-translator,Peter Kenny,713,0.0,0
Heir of Novron [Dramatized Adaptation],2022-01-03,english,1266.0,Michael J. Sullivan,,"Bradley Foster Smith, Carolyn Kashner, Chris Genebach,",1440,0.0,0
Unbound,2021-11-13,english,1003.0,Michael R. Miller,,Peter Kenny,1424,0.0,0
The Fossil 3,2021-11-30,english,1172.0,Joshua T. Calvert,,Jonathan Davis,658,0.0,0
Age of Myth [Dramatized Adaptation],2022-01-03,english,961.0,Michael J. Sullivan,,"Amanda Forstrom, Bradley Smith, Carolyn Kashner,",686,5.0,1
CivCEO 5,2021-11-23,english,586.0,Andrew Karevik,,Neil Hellegers,487,5.0,1
Magic Triumphs,2018-08-28,english,1005.0,Ilona Andrews,,Renee Raudman,726,5.0,1
The Twice-Dead King: Ruin,2021-10-09,english,1138.0,Nate Crowley,,Richard Reed,682,5.0,1
Super Powereds: Year 4,2018-07-03,english,1055.0,Drew Hayes,,Kyle Mc Carley,3637,3.5,3
Nova Terra: Stone King,2022-03-01,english,1340.0,Seth Ring,,Eric Jason Martin,993,0.0,0
The Legend of Randidly Ghosthound 2,2022-02-15,english,2010.0,"Noret Flood, puddles4263",,Mac Leod Andrews,1449,0.0,0
The Wolftime,2021-11-13,english,1138.0,Gav Thorpe,,John Banks,903,4.0,2
Curious Beginnings,2021-06-15,english,1172.0,V. A. Lewis,,Tess Irondale,671,0.0,0
Origin,2017-10-04,german,300.0,Dan Brown,,Wolfgang Pampel,461,0.0,0
Chosen,2016-02-02,english,1005.0,K. F. Breene,,Caitlin Davies,651,0.0,0
The Burning Shore,2018-12-27,english,987.0,Wilbur Smith,,Sean Barrett,1218,5.0,1
Prodigies,2022-01-18,english,2010.0,Apollos Thorne,,"Cindy Kay, David Shih",2102,2.0,2
Goliath,2022-01-25,english,181.0,Tochi Onyebuchi,,"Adam Lazarre- White, J D Jackson, Juliana Vélez,",740,0.0,0
Crisis of Faith,2022-01-15,english,1138.0,Phil Kelly,,"Andrew Wincott, Helen Mc Alpine",721,0.0,0
The Chosen Twelve,2022-01-18,english,888.0,James Breakwell,,Nezar Alderazi,656,0.0,0
The Sum of All Fears,2014-02-18,english,1054.0,Tom Clancy,,John Mac Donald,2037,5.0,10
House of Spies,2017-07-13,english,552.0,Daniel Silva,,George Guidall,781,0.0,0
King of Kings,2019-04-04,english,873.0,Wilbur Smith,,Elliot Chapman,779,5.0,2
The Tao Te Ching,2018-05-31,english,1003.0,Lao Tzu,,Dan Strutzel,91,4.5,5
Between Two Kings,2021-07-06,english,1054.0,Alexandre Dumas,LawrenceEllsworth-translator,John Lee,736,0.0,0
The Crimson Hunters: A Dellerin Tale,2021-06-29,english,1172.0,Robert J. Power,,Nick Cracknell,730,0.0,0
Blade Runner,2007-11-27,english,878.0,Philip K. Dick,,Scott Brick,552,4.5,8
Protector,2021-05-13,english,888.0,Conn Iggulden,,George Blagden,772,5.0,1
Exiled Lands,2021-06-08,english,2010.0,James T. Callum,,Eric Michael Summerer,2078,4.0,1
Broken Trust,2016-10-04,english,820.0,W. E. B. Griffin,,Scott Brick,596,0.0,0
The Secret of the Stones,2018-06-26,english,586.0,Ernest Dempsey,,John Glouchevitch,562,4.0,1
The Guns of Navarone,2017-02-09,english,491.0,Alistair Mac Lean,,Jonathan Oliver,710,5.0,2
The Mayor of Noobtown,2019-08-13,english,1005.0,Ryan Rimmel,,Johnathan Mc Clain,543,5.0,2
No Country for Old Men,2005-07-22,english,837.0,Cormac Mc Carthy,,Tom Stechschulte,449,4.5,13
Kings of the Wyld: Booktrack Edition,2020-08-25,english,500.0,Nicholas Eames,,Jeff Harding,1066,5.0,12
Heart of Darkness,2018-05-21,english,190.0,Joseph Conrad,,Felbrigg Napoleon Herriot,246,4.0,1
Xenocide,2003-12-28,english,301.0,Orson Scott Card,,"Scott Brick, Gabriellede Cuir, Amanda Karr,",1210,0.0,0
Brightblade,2020-09-29,english,820.0,Jez Cajiao,,Wayne Mitchell,1204,0.0,0
Green Mars,2008-03-31,english,1407.0,Kim Stanley Robinson,,Richard Ferrone,1630,0.0,0
Limitless,2014-09-05,english,1306.0,Alan Glynn,,Bryan Bounds,687,3.5,3
Agent in Place,2018-02-20,english,1338.0,Mark Greaney,,Jay Snyder,986,4.5,11
Robinson Crusoe (AmazonClassics Edition),2019-06-04,english,1005.0,Daniel Defoe,,Steve West,1306,0.0,0
Aftermath: Star Wars,2015-09-04,english,1131.0,Chuck Wendig,,Marc Thompson,736,4.0,1
Jaws,2009-04-07,english,609.0,Peter Benchley,,Erik Steele,579,4.0,3
Network Effect,2020-05-05,english,938.0,Martha Wells,,Kevin R. Free,768,4.5,16
Hat Trick [Spanish edition],2022-02-15,spanish,307.0,Andreu Martín,,Marina Viñals,302,0.0,0
La decisió de Manperel,2022-02-14,catalan,384.0,Jordide Manuel,,Xavi Casan,338,0.0,0
Un mago de Terramar,2022-02-14,spanish,614.0,Ursula K. Le Guin,MatildeHorne-traductor,Marta Rodríguez Pandozi,434,0.0,0
Pasaje al paraíso,2022-02-15,spanish,537.0,Michael Connelly,HelenaMartín-traductor,Marc Lobato,725,0.0,0
Lord Quillifer,2022-02-15,english,1003.0,Walter Jon Williams,,Ralph Lister,1072,0.0,0
La vida alegre [The Joyful Life],2022-02-09,spanish,668.0,Daniel Centeno Maldonado,,Sergio Alberto Bustosdela Tijera,519,0.0,0
The Warlord of Mars,2022-02-09,english,478.0,Edgar Rice Burroughs,,Harry Shaw,338,0.0,0
The Chessmen of Mars,2022-02-15,english,670.0,Edgar Rice Burroughs,,Harry Shaw,549,0.0,0
Les Murmures du Shar 3,2022-02-10,french,755.0,Aidan Fox,,Bénédicte Charton,556,0.0,0
La chica número 11,2022-02-09,spanish,844.0,Amy Suiter Clarke,MiloKrmpotic-traductor,"Estel Tort, Neus Sendra, Marc Gómez",734,0.0,0
The Vinyl Frontier,2022-02-15,english,586.0,Justin Woolley,,Grant Cartwright,506,0.0,0
The Gods of Mars,2022-02-08,english,622.0,Edgar Rice Burroughs,,Harry Shaw,514,0.0,0
Fields' Guide to Pharaohs,2022-02-10,english,586.0,Julie Mulhern,,Renée Chambliss,405,0.0,0
Savage Hearts,2022-02-08,english,234.0,David Robbins,,Rusty Nelson,366,0.0,0
Casino Royale (Spanish Edition),2022-02-07,spanish,569.0,Ian Fleming,,Pere Molina,320,0.0,0
Ardistan,2022-02-03,german,468.0,Karl May,,Jean- Marc Birkholz,1366,0.0,0
Die Primarchen,2022-02-12,german,971.0,"Graham Mc Neill, Nick Kyme, Gav Thorpe",,Tom Jacobs,942,0.0,0
Un arc-en-ciel dans le Bush,2022-02-03,french,944.0,Anna Jacobs,,Isabelle Miller,774,0.0,0
Böser Zwilling,2022-02-07,german,334.0,Achim Mehnert,,Claudia Rohnefeld,239,0.0,0
Fremde Seelen,2022-02-07,german,334.0,Michael Edelbrock,,Claudia Rohnefeld,211,0.0,0
Sternentod,2022-02-07,german,334.0,Achim Mehnert,,Claudia Rohnefeld,223,0.0,0
Das Ende der Promet,2022-02-07,german,334.0,Achim Mehnert,,Claudia Rohnefeld,226,0.0,0
Zegastos Kinder,2022-02-07,german,334.0,Ben B. Black,,Claudia Rohnefeld,240,0.0,0
First Contact,2022-02-15,english,703.0,Ross Buzzell,,Todd Mc Laren,709,0.0,0
Dia de caça,2022-02-07,catalan,384.0,Gerard Guix Badosa,,Marc Gómez,379,0.0,0
Dispersión,2022-02-03,spanish,767.0,Pepe Colubi,,Pepe Colubi,334,0.0,0
El valle de los caballos,2022-02-01,spanish,921.0,Jean M. Auel,,Núria Samsó,1576,0.0,0
The Saxon Wolf,2022-02-04,english,636.0,Angus Donald,,Ade Dimberline,707,0.0,0
Quando vola il falco,2022-02-01,italian,767.0,Wilbur Smith,RobertaZuppet-traduttore,Alessandro Budroni,1361,0.0,0
L’arbre & l’oiseau,2022-01-31,french,452.0,Louis Cervin,,Jean- Pierre Cassel,40,0.0,0
Abandono,2022-02-15,spanish,384.0,M. W. Craven,AnaMompletChico-traductor,Rafael Lucas,116,0.0,0
Dones que no perdonen,2022-02-10,catalan,192.0,Camilla Lackberg,,Conchi Ramírezde Haro,210,0.0,0
The Ecolitan Enigma,2022-02-08,english,586.0,L. E. Modesitt Jr.,,Kirby Heyborne,735,0.0,0
Драконья кровь [Dragon Blood],2022-02-01,russian,234.0,Mika Rtut,,Nelly Novikova,763,0.0,0
Архитекторы [Architects],2022-02-01,russian,234.0,Boris Romanovskiy,,Alexander Chaytsyn,616,0.0,0
Тридцать четыре Ежки для Кощея [Thirty-Four Hedgehogs for Koshchei],2022-02-01,russian,234.0,Elena Lisavchuk,,Lady Arfa,626,0.0,0
S-T-I-K-S. Дорога в рай [S-T-I-K-S. The Road to Heaven],2022-02-01,russian,234.0,Mikhail Dorokhov,,Dmitry Sidash,734,0.0,0
Персональное чудовище для принцессы [Personal Monster for the Princess],2022-02-01,russian,234.0,Marina Orlova,,Lyudmila Shapochkina,705,0.0,0
